"","InvoiceNo","TotalAmount","UniqueProducts","TransactionDate","CustomerID"
"8415","560393",356.24,48,2011-07-18,14808
"8416","560394",377.18,36,2011-07-18,14390
"8417","560397",258.94,18,2011-07-18,17652
"8418","560398",177.3,9,2011-07-18,12731
"8419","560410",454.72,29,2011-07-18,17213
"8420","560412",207.94,27,2011-07-18,12748
"8421","560415",304.52,17,2011-07-18,15152
"8422","560416",21.72,2,2011-07-18,14798
"8423","560417",147.18,9,2011-07-18,16011
"8424","560422",258.58,16,2011-07-18,16746
"8425","560426",370.1,20,2011-07-18,14038
"8426","560432",141.1,8,2011-07-18,13327
"8427","560437",218.62,15,2011-07-18,13940
"8428","560441",63.2,4,2011-07-18,14029
"8429","560442",120.23,14,2011-07-18,15860
"8430","560443",101.16,5,2011-07-18,14776
"8431","560444",445.74,69,2011-07-18,13764
"8432","560445",125.28,5,2011-07-19,14156
"8433","560447",95.55,5,2011-07-19,13756
"8434","560448",305.4,15,2011-07-19,12840
"8435","560449",215.1,13,2011-07-19,14732
"8436","560450",90,3,2011-07-19,14117
"8437","560451",852.8,52,2011-07-19,14911
"8438","560452",60,4,2011-07-19,12682
"8439","560453",566.28,41,2011-07-19,13209
"8440","560454",224.3,14,2011-07-19,12947
"8441","560473",291.32,18,2011-07-19,12431
"8442","560483",220.22,12,2011-07-19,12955
"8443","560491",158.65,57,2011-07-19,12415
"8444","560499",375.24,30,2011-07-19,16713
"8445","560500",131.66,15,2011-07-19,17975
"8446","560501",49.8,3,2011-07-19,16475
"8447","560503",323.22,18,2011-07-19,17682
"8448","560504",2141.71,138,2011-07-19,13081
"8449","560523",19.8,1,2011-07-19,15462
"8450","560527",396.55,28,2011-07-19,15727
"8451","560534",340.98,24,2011-07-19,14911
"8452","560535",163.71,11,2011-07-19,13167
"8453","560536",123.15,7,2011-07-19,16626
"8454","560537",245.39,32,2011-07-19,17779
"8455","560538",226.6,16,2011-07-19,16128
"8456","560539",411.48,24,2011-07-19,16745
"8457","560544",60.65,4,2011-07-19,12569
"8458","560545",105.6,6,2011-07-19,12569
"8459","560546",11.9,1,2011-07-19,17867
"8460","560547",450,27,2011-07-19,17419
"8461","560549",54.9,5,2011-07-19,12664
"8462","560551",109.01,23,2011-07-19,18041
"8463","560552",141.93,34,2011-07-19,15311
"8464","560553",126.35,7,2011-07-19,13991
"8465","560554",140.02,8,2011-07-19,16232
"8466","560555",115.52,57,2011-07-19,14178
"8467","560557",110.23,13,2011-07-19,18101
"8468","560562",132.45,9,2011-07-19,15713
"8469","560566",395.66,29,2011-07-19,12662
"8470","560568",439.49,27,2011-07-19,13895
"8471","560569",503.68,36,2011-07-19,12480
"8472","560570",36.56,4,2011-07-19,16112
"8473","560571",316.57,22,2011-07-19,17735
"8474","560576",164.89,26,2011-07-19,17287
"8475","560577",212.37,10,2011-07-19,18223
"8476","560579",492.48,46,2011-07-19,15867
"8477","560580",21.2,1,2011-07-19,14088
"8478","560581",33,2,2011-07-19,12901
"8479","560584",112.74,28,2011-07-19,13827
"8480","560590",1056.71,71,2011-07-19,12560
"8481","560596",29.88,2,2011-07-19,13199
"8482","560598",186.3,11,2011-07-19,17096
"8483","560601",176.68,72,2011-07-19,16764
"8484","560602",300.66,19,2011-07-20,13629
"8485","560603",300.65,19,2011-07-20,18180
"8486","560606",223.47,17,2011-07-20,17422
"8487","560607",23,1,2011-07-20,12510
"8488","560634",105.84,8,2011-07-20,16133
"8489","560635",504.08,36,2011-07-20,12521
"8490","560640",6.8,1,2011-07-20,13854
"8491","560642",111.05,5,2011-07-20,17866
"8492","560644",427.19,45,2011-07-20,16271
"8493","560650",432.37,89,2011-07-20,15529
"8494","560686",171.37,12,2011-07-20,15632
"8495","560688",153.34,23,2011-07-20,16393
"8496","560689",261.9,27,2011-07-20,15039
"8497","560690",436.76,29,2011-07-20,16807
"8498","560691",446.24,27,2011-07-20,13136
"8499","560692",111.04,38,2011-07-20,14704
"8500","560693",119.18,6,2011-07-20,13136
"8501","560694",244.1,15,2011-07-20,12757
"8502","560696",78.49,31,2011-07-20,14606
"8503","560697",94.12,10,2011-07-20,14401
"8504","560698",147.18,8,2011-07-20,16353
"8505","560700",157.71,32,2011-07-20,17229
"8506","560701",299.28,28,2011-07-20,16729
"8507","560710",26.02,10,2011-07-20,14646
"8508","560711",193.23,55,2011-07-20,17841
"8509","560712",116.13,40,2011-07-20,14456
"8510","560713",126.15,11,2011-07-20,16774
"8511","560714",26.25,13,2011-07-20,14456
"8512","560715",132.95,7,2011-07-20,13549
"8513","560716",1024.16,61,2011-07-20,17675
"8514","560718",220.59,16,2011-07-20,17677
"8515","560720",17,1,2011-07-20,17677
"8516","560721",29.76,2,2011-07-20,17677
"8517","560723",385,95,2011-07-20,16464
"8518","560724",460.54,27,2011-07-20,16186
"8519","560725",59.7,4,2011-07-20,16186
"8520","560726",102.83,35,2011-07-20,17962
"8521","560727",126.58,23,2011-07-20,13571
"8522","560728",238.64,16,2011-07-20,12520
"8523","560729",241.41,18,2011-07-20,17511
"8524","560731",163.68,11,2011-07-20,16149
"8525","560732",299.78,50,2011-07-20,14056
"8526","560736",177.2,9,2011-07-20,15260
"8527","560742",248.3,14,2011-07-20,14755
"8528","560754",131.82,12,2011-07-20,17754
"8529","560776",372.85,27,2011-07-21,13995
"8530","560781",61.32,4,2011-07-21,13969
"8531","560782",337.93,26,2011-07-21,14769
"8532","560783",480.8,25,2011-07-21,15108
"8533","560790",17.7,1,2011-07-21,14051
"8534","560791",116.81,8,2011-07-21,14688
"8535","560792",62.2,4,2011-07-21,15189
"8536","560805",47.4,3,2011-07-21,14259
"8537","560807",480.18,29,2011-07-21,18143
"8538","560820",74.66,10,2011-07-21,17811
"8539","560821",29.85,1,2011-07-21,17848
"8540","560824",134.57,27,2011-07-21,17935
"8541","560826",105.9,6,2011-07-21,18073
"8542","560827",221.25,13,2011-07-21,14517
"8543","560828",643.9,56,2011-07-21,14298
"8544","560829",217.92,13,2011-07-21,17694
"8545","560833",205.66,37,2011-07-21,16891
"8546","560834",10.4,1,2011-07-21,16523
"8547","560839",121.54,12,2011-07-21,14527
"8548","560841",1316.82,76,2011-07-21,14298
"8549","560844",29.88,1,2011-07-21,14298
"8550","560845",301.26,21,2011-07-21,15570
"8551","560853",168.26,30,2011-07-21,15311
"8552","560854",189.6,13,2011-07-21,13098
"8553","560856",372.2,26,2011-07-21,16607
"8554","560859",87.3,8,2011-07-21,13668
"8555","560861",146.2,44,2011-07-21,17660
"8556","560862",287.83,44,2011-07-21,14085
"8557","560863",127.83,34,2011-07-21,12748
"8558","560864",279.56,21,2011-07-21,14407
"8559","560868",82.92,23,2011-07-21,14866
"8560","560870",177.26,12,2011-07-21,13157
"8561","560871",20.8,1,2011-07-21,14745
"8562","560872",298.43,18,2011-07-21,14745
"8563","560873",8.85,1,2011-07-21,13881
"8564","560875",450.16,25,2011-07-21,13562
"8565","560876",307.66,24,2011-07-21,12626
"8566","560878",201.18,40,2011-07-21,14410
"8567","560879",64.02,5,2011-07-21,16654
"8568","560881",56.3,9,2011-07-21,17965
"8569","560882",312.59,19,2011-07-21,17213
"8570","560883",122.71,6,2011-07-21,13694
"8571","560885",149.66,12,2011-07-21,16188
"8572","560888",260.66,15,2011-07-21,15380
"8573","560891",254.38,19,2011-07-21,15106
"8574","560892",496.12,29,2011-07-21,13089
"8575","560893",279.74,17,2011-07-21,13804
"8576","560894",242.15,13,2011-07-21,14911
"8577","560895",432.92,28,2011-07-21,13089
"8578","560896",301.03,19,2011-07-21,15623
"8579","560897",20.4,1,2011-07-21,12971
"8580","560901",484.07,29,2011-07-21,12476
"8581","560906",173.8,10,2011-07-21,15827
"8582","560908",86.24,5,2011-07-21,15827
"8583","560911",41.1,9,2011-07-21,17961
"8584","560913",4.25,1,2011-07-21,17961
"8585","560914",220.38,14,2011-07-21,17175
"8586","560915",267,15,2011-07-21,13313
"8587","560916",110.52,5,2011-07-21,14911
"8588","560918",540.02,36,2011-07-21,14849
"8589","560920",209.17,13,2011-07-21,15370
"8590","560921",251.27,20,2011-07-21,16224
"8591","560922",210.9,11,2011-07-21,14911
"8592","560927",241.57,15,2011-07-22,13078
"8593","560928",309.2,18,2011-07-22,14852
"8594","560929",8.79,4,2011-07-22,16866
"8595","560930",325.44,26,2011-07-22,15829
"8596","560931",44.25,4,2011-07-22,16365
"8597","560934",112.56,9,2011-07-22,16722
"8598","560937",218.56,68,2011-07-22,17920
"8599","560942",164.92,32,2011-07-22,15005
"8600","560972",102.7,7,2011-07-22,14209
"8601","560974",423.25,24,2011-07-22,14426
"8602","560975",167.4,8,2011-07-22,14426
"8603","560976",83.7,6,2011-07-22,18146
"8604","560977",126.12,9,2011-07-22,16839
"8605","560978",173.82,14,2011-07-22,15815
"8606","560979",260.36,17,2011-07-22,15232
"8607","560980",29.7,1,2011-07-22,16107
"8608","560988",34.7,2,2011-07-22,15854
"8609","560989",506.24,36,2011-07-22,15704
"8610","560991",770.07,48,2011-07-22,12438
"8611","560992",161.19,8,2011-07-22,18161
"8612","560994",38.16,2,2011-07-22,15704
"8613","560996",685.1,101,2011-07-22,17625
"8614","560997",458.42,32,2011-07-22,12627
"8615","560998",214.62,14,2011-07-22,14243
"8616","561001",15.12,1,2011-07-22,16711
"8617","561003",23.8,1,2011-07-22,13079
"8618","561004",95.67,5,2011-07-22,15189
"8619","561005",134.44,21,2011-07-22,17961
"8620","561006",469.9,26,2011-07-22,16161
"8621","561007",366.26,24,2011-07-22,15640
"8622","561008",185.7,12,2011-07-22,18150
"8623","561009",157.2,11,2011-07-22,15856
"8624","561010",149.48,13,2011-07-22,18262
"8625","561020",198.08,37,2011-07-22,13563
"8626","561021",37.45,2,2011-07-24,15465
"8627","561022",252.42,19,2011-07-24,14800
"8628","561023",9.36,1,2011-07-24,13576
"8629","561024",459.87,23,2011-07-24,12916
"8630","561025",196.28,71,2011-07-24,16241
"8631","561026",178.81,50,2011-07-24,17265
"8632","561027",30,1,2011-07-24,13802
"8633","561028",319.85,24,2011-07-24,17769
"8634","561029",376.93,23,2011-07-24,12490
"8635","561030",220.87,22,2011-07-24,16407
"8636","561031",19.8,1,2011-07-24,13461
"8637","561032",91.3,5,2011-07-24,13029
"8638","561033",347.17,25,2011-07-24,14443
"8639","561034",209.35,53,2011-07-24,15506
"8640","561036",301.39,74,2011-07-24,13137
"8641","561037",522.7,41,2011-07-24,12472
"8642","561038",112,13,2011-07-24,17114
"8643","561039",37.88,3,2011-07-24,16525
"8644","561040",264.8,15,2011-07-24,12431
"8645","561042",361.22,22,2011-07-24,16305
"8646","561043",434.83,40,2011-07-24,15708
"8647","561044",17,1,2011-07-24,13831
"8648","561045",94.11,7,2011-07-24,17522
"8649","561047",66.08,6,2011-07-24,16948
"8650","561049",27.6,2,2011-07-24,12864
"8651","561050",403.05,30,2011-07-24,16558
"8652","561054",93.7,5,2011-07-24,18229
"8653","561056",133.76,8,2011-07-24,13477
"8654","561057",11.22,2,2011-07-24,17935
"8655","561058",72.6,3,2011-07-24,17724
"8656","561060",229.14,17,2011-07-24,17703
"8657","561062",19.5,1,2011-07-24,16668
"8658","561064",43.6,4,2011-07-24,18109
"8659","561065",101.05,6,2011-07-24,14180
"8660","561066",206.25,40,2011-07-24,16710
"8661","561067",9.96,1,2011-07-24,14397
"8662","561068",405.64,27,2011-07-24,13116
"8663","561070",106.05,6,2011-07-24,16782
"8664","561071",199.76,12,2011-07-24,14057
"8665","561072",384.29,25,2011-07-24,14019
"8666","561073",191.07,10,2011-07-24,13408
"8667","561074",220.55,13,2011-07-24,13037
"8668","561075",185,11,2011-07-24,16458
"8669","561076",109.58,6,2011-07-24,17696
"8670","561077",868.49,52,2011-07-24,17649
"8671","561078",117.1,6,2011-07-24,16178
"8672","561079",337.59,54,2011-07-24,13956
"8673","561081",148.96,25,2011-07-24,13230
"8674","561082",5.04,1,2011-07-24,13230
"8675","561084",265.27,21,2011-07-25,14948
"8676","561085",777.73,47,2011-07-25,14367
"8677","561087",261.42,14,2011-07-25,15144
"8678","561088",62.4,3,2011-07-25,15144
"8679","561089",106.45,6,2011-07-25,17579
"8680","561092",251,18,2011-07-25,17054
"8681","561093",554.49,34,2011-07-25,12540
"8682","561094",447.04,31,2011-07-25,12474
"8683","561095",172.53,13,2011-07-25,17040
"8684","561096",190.6,11,2011-07-25,16099
"8685","561097",104.4,7,2011-07-25,15981
"8686","561098",429.49,25,2011-07-25,14194
"8687","561099",194.9,26,2011-07-25,14100
"8688","561100",322.53,29,2011-07-25,15289
"8689","561102",276.64,15,2011-07-25,12412
"8690","561105",176.25,11,2011-07-25,15218
"8691","561106",446.63,24,2011-07-25,14246
"8692","561111",17.7,1,2011-07-25,16422
"8693","561112",90.54,28,2011-07-25,14606
"8694","561113",745.86,112,2011-07-25,17841
"8695","561114",264.66,19,2011-07-25,14775
"8696","561115",169,7,2011-07-25,17675
"8697","561116",74.4,6,2011-07-25,13520
"8698","561118",92.55,5,2011-07-25,15781
"8699","561119",137.51,9,2011-07-25,17719
"8700","561120",187.2,9,2011-07-25,15835
"8701","561125",492.16,29,2011-07-25,17364
"8702","561128",266.94,16,2011-07-25,16249
"8703","561132",65.55,3,2011-07-25,14344
"8704","561147",317.82,25,2011-07-25,16841
"8705","561170",71.65,4,2011-07-25,16027
"8706","561189",101.15,6,2011-07-25,16557
"8707","561190",113.95,8,2011-07-25,17631
"8708","561191",70.2,3,2011-07-25,15129
"8709","561192",360.14,57,2011-07-25,16033
"8710","561193",53.4,4,2011-07-25,13296
"8711","561194",515.84,29,2011-07-25,13814
"8712","561195",504.03,101,2011-07-25,14796
"8713","561196",42.54,3,2011-07-25,14342
"8714","561197",307.75,28,2011-07-25,16364
"8715","561200",60.6,4,2011-07-25,13695
"8716","561201",111.25,14,2011-07-25,14692
"8717","561202",135,9,2011-07-25,17705
"8718","561203",195.42,13,2011-07-25,14232
"8719","561204",264.28,19,2011-07-25,12836
"8720","561205",200.47,16,2011-07-25,17693
"8721","561206",267.31,22,2011-07-25,13110
"8722","561207",7.04,2,2011-07-25,13110
"8723","561219",301.2,23,2011-07-26,18180
"8724","561220",320.43,21,2011-07-26,17734
"8725","561221",214.82,13,2011-07-26,15281
"8726","561222",491,38,2011-07-26,13588
"8727","561223",152.66,14,2011-07-26,15358
"8728","561226",222.831,12,2011-07-26,15618
"8729","561231",197.95,20,2011-07-26,15855
"8730","561236",526.46,36,2011-07-26,15159
"8731","561241",170.4,9,2011-07-26,13930
"8732","561242",257.9,16,2011-07-26,16258
"8733","561244",100.82,6,2011-07-26,13865
"8734","561246",208.96,15,2011-07-26,16951
"8735","561247",633.71,42,2011-07-26,16592
"8736","561248",24.96,2,2011-07-26,16592
"8737","561257",14.85,1,2011-07-26,14911
"8738","561258",433.69,25,2011-07-26,15513
"8739","561259",68.65,4,2011-07-26,12584
"8740","561280",91.2,6,2011-07-26,18211
"8741","561284",87.96,5,2011-07-26,16818
"8742","561288",136.29,13,2011-07-26,13379
"8743","561295",67.17,16,2011-07-26,15311
"8744","561314",161.9,8,2011-07-26,16266
"8745","561320",191.89,28,2011-07-26,16942
"8746","561321",170.76,17,2011-07-26,13668
"8747","561322",301.98,26,2011-07-26,15203
"8748","561324",295.64,21,2011-07-26,14414
"8749","561325",279.62,38,2011-07-26,17596
"8750","561329",154.21,16,2011-07-26,15044
"8751","561330",372.15,26,2011-07-26,16019
"8752","561331",127.61,26,2011-07-26,16809
"8753","561332",220.54,14,2011-07-26,13492
"8754","561334",69.36,11,2011-07-26,15440
"8755","561352",111.8,7,2011-07-26,18094
"8756","561353",45,3,2011-07-26,18094
"8757","561355",112.3,7,2011-07-26,13090
"8758","561356",189.75,10,2011-07-26,14273
"8759","561359",434.84,28,2011-07-26,17160
"8760","561360",96,5,2011-07-26,16133
"8761","561363",218.44,42,2011-07-26,17238
"8762","561366",310.72,21,2011-07-26,15152
"8763","561378",134.38,8,2011-07-26,17861
"8764","561381",34.28,5,2011-07-26,17920
"8765","561382",167.84,31,2011-07-26,16750
"8766","561383",338.25,18,2011-07-27,13730
"8767","561384",26.7,2,2011-07-27,13194
"8768","561385",135.36,10,2011-07-27,15660
"8769","561386",9.96,1,2011-07-27,15660
"8770","561387",147.36,9,2011-07-27,13824
"8771","561388",167.4,7,2011-07-27,12753
"8772","561389",72.78,4,2011-07-27,12971
"8773","561390",239,13,2011-07-27,17068
"8774","561391",410.63,26,2011-07-27,16628
"8775","561393",165,10,2011-07-27,18241
"8776","561394",78.5,6,2011-07-27,17315
"8777","561395",126.5,10,2011-07-27,13999
"8778","561396",582.18,34,2011-07-27,13458
"8779","561398",386.18,25,2011-07-27,16767
"8780","561399",94.94,6,2011-07-27,15125
"8781","561430",319.74,22,2011-07-27,15172
"8782","561453",125.76,6,2011-07-27,13183
"8783","561455",73.52,3,2011-07-27,15095
"8784","561463",172.96,20,2011-07-27,14527
"8785","561465",165.41,33,2011-07-27,16447
"8786","561466",121.95,10,2011-07-27,17243
"8787","561467",52.95,4,2011-07-27,14040
"8788","561468",80.7,4,2011-07-27,12709
"8789","561470",204.75,13,2011-07-27,12523
"8790","561471",180.66,8,2011-07-27,14911
"8791","561472",52.05,3,2011-07-27,14911
"8792","561473",472,23,2011-07-27,15078
"8793","561474",94.47,6,2011-07-27,14680
"8794","561485",252.22,58,2011-07-27,17841
"8795","561488",375.13,23,2011-07-27,16609
"8796","561502",956.42,60,2011-07-27,14305
"8797","561507",969.86,65,2011-07-27,12397
"8798","561511",173.23,12,2011-07-27,15624
"8799","561512",223.39,43,2011-07-27,14534
"8800","561514",383.66,24,2011-07-27,14331
"8801","561517",329.08,17,2011-07-27,18226
"8802","561518",254.82,19,2011-07-27,15261
"8803","561519",83.99,37,2011-07-27,17870
"8804","561520",30.42,11,2011-07-27,17870
"8805","561521",40.05,3,2011-07-27,17870
"8806","561522",15.45,3,2011-07-27,17870
"8807","561528",149.64,13,2011-07-28,13098
"8808","561529",198.3,12,2011-07-28,13013
"8809","561531",134.25,7,2011-07-28,14364
"8810","561534",562.06,36,2011-07-28,14307
"8811","561535",65.6,3,2011-07-28,15116
"8812","561537",261.81,16,2011-07-28,13870
"8813","561542",310.86,17,2011-07-28,15105
"8814","561544",233.96,19,2011-07-28,16170
"8815","561570",41.76,3,2011-07-28,14289
"8816","561583",212.94,13,2011-07-28,13813
"8817","561584",307.35,18,2011-07-28,13534
"8818","561585",141.15,9,2011-07-28,13728
"8819","561593",39.2,4,2011-07-28,16003
"8820","561595",344.7,19,2011-07-28,12853
"8821","561597",126.6,6,2011-07-28,12853
"8822","561600",407.52,89,2011-07-28,15861
"8823","561601",340.8,21,2011-07-28,18151
"8824","561602",15,1,2011-07-28,16951
"8825","561603",91.85,7,2011-07-28,14855
"8826","561605",380.12,25,2011-07-28,13925
"8827","561607",29.7,1,2011-07-28,17389
"8828","561610",325.47,21,2011-07-28,16076
"8829","561611",154.18,20,2011-07-28,17975
"8830","561614",511.12,30,2011-07-28,13871
"8831","561615",326.84,20,2011-07-28,13319
"8832","561616",251.2,26,2011-07-28,15023
"8833","561617",288.58,18,2011-07-28,18237
"8834","561618",191.82,9,2011-07-28,18172
"8835","561624",81.6,5,2011-07-28,16969
"8836","561625",685.42,44,2011-07-28,16843
"8837","561626",258.77,45,2011-07-28,14898
"8838","561627",707.09,43,2011-07-28,12453
"8839","561629",1.68,1,2011-07-28,12748
"8840","561630",23.5,2,2011-07-28,14527
"8841","561631",405.3,24,2011-07-28,14911
"8842","561632",211.92,19,2011-07-28,15639
"8843","561634",65.4,4,2011-07-28,16912
"8844","561635",107.72,6,2011-07-28,16912
"8845","561636",23.4,1,2011-07-28,12910
"8846","561641",13.2,1,2011-07-28,15939
"8847","561642",339.24,46,2011-07-28,17965
"8848","561643",21.6,2,2011-07-28,15939
"8849","561645",76.5,5,2011-07-28,14911
"8850","561647",49.88,2,2011-07-28,13340
"8851","561648",196.88,28,2011-07-28,15746
"8852","561650",410.22,25,2011-07-28,15329
"8853","561653",304.94,33,2011-07-28,14002
"8854","561654",249.13,17,2011-07-28,14973
"8855","561656",263.4,15,2011-07-28,17071
"8856","561657",27.8,1,2011-07-28,17071
"8857","561658",347.35,83,2011-07-28,12743
"8858","561661",199.08,51,2011-07-28,12743
"8859","561662",37.8,2,2011-07-28,12407
"8860","561664",19.8,1,2011-07-28,15189
"8861","561669",25.5,1,2011-07-28,12507
"8862","561670",142.05,11,2011-07-28,17373
"8863","561675",80.04,5,2011-07-28,17483
"8864","561676",67.2,4,2011-07-28,13468
"8865","561677",31.2,6,2011-07-28,15311
"8866","561678",41.2,14,2011-07-28,17931
"8867","561679",363.82,19,2011-07-28,15245
"8868","561680",25.5,1,2011-07-28,18268
"8869","561683",1.95,1,2011-07-28,15518
"8870","561685",274.4,16,2011-07-28,14315
"8871","561686",441.85,27,2011-07-29,13148
"8872","561687",14.85,1,2011-07-29,13148
"8873","561688",63.42,6,2011-07-29,14407
"8874","561689",119.04,8,2011-07-29,15942
"8875","561690",356.92,23,2011-07-29,13875
"8876","561692",115.8,7,2011-07-29,14143
"8877","561693",279.27,19,2011-07-29,15120
"8878","561694",375,22,2011-07-29,16147
